Postalcode,Borough,Neighborhood,City,Latitude,Longitude,IsDuplicate,Total Venues,1st Most Common Label,2nd Most Common Label,3rd Most Common Label,4th Most Common Label,5th Most Common Label,6th Most Common Label,7th Most Common Label,8th Most Common Label,9th Most Common Label,10th Most Common Label,Median Rent Studio,Median Rent 1 Bedroom,Median Rent 2 Bedrooms,Median Rent 3 Bedrooms,Median Rent Studio in USD,Median Rent 1 Bedroom in USD,Median Rent 2 Bedrooms in USD,Median Rent 3 Bedrooms in USD,innerouter,Proximity,Normalized Median Rent Studio in USD,Normalized Median Rent 1 Bedroom in USD,Normalized Median Rent 2 Bedrooms in USD,Normalized Median Rent 3 Bedrooms in USD,Normalized Proximity,Normalized Total Venues
M1J,Scarborough,Village,Toronto,43.74665016600005,-79.23193932899994,False,11.0,Dining and Lunching,Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1278.0,1551.0,1901.0,2095.0,1278.0,1551.0,1901.0,2095.0,outer,16.034974043330447,-0.5531690215135435,-0.6399233381050848,-0.48469558590294715,-0.637952487346562,1.0755575851664083,-1.0443687684614624
M2J,North York,Henry Farm,Toronto,43.78040746100004,-79.34736251299995,False,55.0,Dining and Lunching,Retail,Food and Beverage Retail,Bar,Arts and Entertainment,Landmarks and Outdoors,Travel and Transportation,Business and Professional Services,Community and Government,Education,1326.0,1720.0,1994.0,2131.0,1326.0,1720.0,1994.0,2131.0,outer,14.401924390991676,-0.3187506212070853,0.11705914721434443,-0.2043031990598995,-0.5706230200085078,0.8081725881561169,0.1681899648882442
M3J,North York,"Northwood Park, York University",Toronto,43.765731526000025,-79.48916546699996,False,22.0,Dining and Lunching,Retail,Travel and Transportation,Bar,Landmarks and Outdoors,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,1380.0,1461.0,1846.0,1760.0,1380.0,1461.0,1846.0,1760.0,outer,15.079611670503175,-0.05502992086231979,-1.0430501054349584,-0.6505190404875453,-1.2644905861867874,0.9191327239649604,-0.7412290851240357
M4J,East York,The Danforth,Toronto,43.686562826000056,-79.33672517699995,False,91.0,Dining and Lunching,Retail,Food and Beverage Retail,Bar,Landmarks and Outdoors,Business and Professional Services,Arts and Entertainment,Travel and Transportation,Community and Government,Education,1165.0,1398.0,1680.0,2322.0,1165.0,1398.0,1680.0,2322.0,outer,5.287175890124318,-1.1050290055683307,-1.3252388425658699,-1.1510043761428776,-0.21340279052049868,-0.6842174302144924,1.1602834739925496
M5J,Downtown Toronto,"Harbourfront, Union Station, Toronto Islands",Toronto,43.61753179200008,-79.37327715699996,False,34.0,Landmarks and Outdoors,Dining and Lunching,Arts and Entertainment,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,2018.0,2470.0,3093.0,4150.0,2018.0,2470.0,3093.0,4150.0,outer,4.089882686086985,3.0607813165443543,3.476448874963291,3.109150920730524,3.205437939867359,-0.8802544823172737,-0.41053124875593394
M6J,Little Portugal,Trinity,Toronto,43.64805164800004,-79.41765265299995,False,100.0,Dining and Lunching,Bar,Retail,Arts and Entertainment,Landmarks and Outdoors,Business and Professional Services,Food and Beverage Retail,Community and Government,Education,Event,1556.0,1610.0,1754.0,2310.0,1556.0,1610.0,1754.0,2310.0,outer,2.7895026428117538,0.8045042135946938,-0.3756513461888344,-0.9278964554290547,-0.23584594629985003,-1.093170307310977,1.4083068512686259
M1K,Scarborough,"Kennedy Park, Ionview, Birchmount Park",Toronto,43.72960391300006,-79.26381057499998,False,28.0,Dining and Lunching,Retail,Travel and Transportation,Arts and Entertainment,Business and Professional Services,Bar,Community and Government,Education,Event,Financial Service,1246.0,1388.0,1608.0,1912.0,1246.0,1388.0,1608.0,1912.0,outer,12.852938840839448,-0.7094479550511824,-1.3700307056025225,-1.3680823530536244,-0.9802106129816702,0.5545517040003433,-0.5758801669399849
M2K,North York,Bayview Village,Toronto,43.773441803000026,-79.37722399799998,False,49.0,Dining and Lunching,Retail,Travel and Transportation,Food and Beverage Retail,Landmarks and Outdoors,Business and Professional Services,Office,Arts and Entertainment,Bar,Community and Government,1135.0,1690.0,2053.0,2368.0,1135.0,1690.0,2053.0,2368.0,outer,13.334546717173223,-1.2515405057598672,-0.017316441895613433,-0.02641985686914881,-0.12737069336631845,0.6334070654336069,0.002841046704193304
M3K,North York,"Downsview, CFB Toronto",Toronto,43.73898974400004,-79.47091157599993,False,14.0,Dining and Lunching,Arts and Entertainment,Landmarks and Outdoors,Food and Beverage Retail,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,Event,1102.0,1402.0,1620.0,1744.0,1102.0,1402.0,1620.0,1744.0,outer,11.805226325834555,-1.4127031559705572,-1.307322097351209,-1.3319026902351665,-1.2944147938925894,0.3830060273021351,-0.9616943093694369
M4K,The Danforth,Riverdale,Toronto,43.68042137200007,-79.35324744199994,False,100.0,Dining and Lunching,Retail,Bar,Landmarks and Outdoors,Food and Beverage Retail,Arts and Entertainment,Business and Professional Services,Sports and Recreation,Community and Government,Education,1202.0,1671.0,1946.0,2322.0,1202.0,1671.0,1946.0,2322.0,outer,3.878863829919522,-0.9243314886654358,-0.10242098166525342,-0.34902185033373057,-0.21340279052049868,-0.9148053461839328,1.4083068512686259
M5K,Downtown Toronto,"Toronto Dominion Centre, Design Exchange",Toronto,43.64770684700005,-79.38172140699999,False,100.0,Dining and Lunching,Arts and Entertainment,Landmarks and Outdoors,Bar,Travel and Transportation,Retail,Business and Professional Services,Community and Government,Food and Beverage Retail,Education,1715.0,2061.0,2617.0,3195.0,1715.0,2061.0,2617.0,3195.0,inner,0.6699372745505575,1.5810151646098367,1.6444616767641989,1.6740242955983662,1.419336792427313,-1.4402142436934262,1.4083068512686259
M6K,Brockton,"Parkdale Village, Exhibition Place",Toronto,43.63780702100007,-79.42704630599997,False,100.0,Dining and Lunching,Bar,Retail,Arts and Entertainment,Landmarks and Outdoors,Food and Beverage Retail,Business and Professional Services,Event,Sports and Recreation,Travel and Transportation,1360.0,1657.0,1848.0,2310.0,1360.0,1657.0,1848.0,2310.0,outer,3.8940576163564264,-0.15270425432334406,-0.16512958991656707,-0.644489096684469,-0.23584594629985003,-0.9123176137777637,1.4083068512686259
M1L,Scarborough,"Golden Mile, Clairlea, Oakridge",Toronto,43.71349305700005,-79.28483536199997,False,20.0,Dining and Lunching,Travel and Transportation,Arts and Entertainment,Bar,Food and Beverage Retail,Landmarks and Outdoors,Sports and Recreation,Business and Professional Services,Community and Government,Education,1421.0,1430.0,1827.0,1970.0,1421.0,1430.0,1827.0,1970.0,outer,10.402264864425884,0.14520246273277995,-1.1819048808485815,-0.70780350661677,-0.8717353600481387,0.15329418380303028,-0.796345391185386
M2L,North York,York Mills North,Toronto,43.758908346000055,-79.37014296399997,False,12.0,Dining and Lunching,Travel and Transportation,Retail,Bar,Landmarks and Outdoors,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,1135.0,1636.0,1948.0,2368.0,1135.0,1636.0,1948.0,2368.0,outer,11.761325558332311,-1.2515405057598672,-0.2591925022935376,-0.34299190653065426,-0.12737069336631845,0.37581799932605625,-1.0168106154307872
M3L,North York,Downsview Center,Toronto,43.74017090800004,-79.50611162799999,False,9.0,Landmarks and Outdoors,Dining and Lunching,Travel and Transportation,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1102.0,1402.0,1620.0,1744.0,1102.0,1402.0,1620.0,1744.0,outer,13.774187737179373,-1.4127031559705572,-1.307322097351209,-1.3319026902351665,-1.2944147938925894,0.7053910450092382,-1.0994850745228126
M4L,India Bazaar,The Beaches,Toronto,43.66937958100005,-79.31560958699998,False,79.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Arts and Entertainment,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,1313.0,1620.0,2045.0,2364.0,1313.0,1620.0,2045.0,2364.0,outer,5.783741896412636,-0.38223893795675107,-0.3308594831521818,-0.05053963208145398,-0.13485174529276892,-0.6029129212446265,0.8295856376244478
M5L,Downtown Toronto,"Commerce Court, Victoria Hotel",Toronto,43.648146336000025,-79.37928012199995,False,100.0,Dining and Lunching,Travel and Transportation,Bar,Arts and Entertainment,Landmarks and Outdoors,Retail,Food and Beverage Retail,Business and Professional Services,Community and Government,Education,1715.0,2061.0,2617.0,3195.0,1715.0,2061.0,2617.0,3195.0,inner,0.7045031811365919,1.5810151646098367,1.6444616767641989,1.6740242955983662,1.419336792427313,-1.4345546455201996,1.4083068512686259
M6L,North York,Maple Leaf Park,Toronto,43.71352100200005,-79.48785818999994,False,9.0,Dining and Lunching,Travel and Transportation,Landmarks and Outdoors,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1514.0,1611.0,1850.0,1930.0,1514.0,1611.0,1850.0,1930.0,outer,10.709302099774048,0.5993881133265428,-0.3711721598851691,-0.6384591528813927,-0.9465458793126432,0.20356647658851995,-1.0994850745228126
M9L,North York,Humber Summit,Toronto,43.75940253200008,-79.55634496499994,False,4.0,Dining and Lunching,Arts and Entertainment,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,Food and Beverage Retail,1380.0,1461.0,1846.0,1760.0,1380.0,1461.0,1846.0,1760.0,outer,18.208723049766455,-0.05502992086231979,-1.0430501054349584,-0.6505190404875453,-1.2644905861867874,1.4314732003190833,-1.2372758396761885
M1M,Scarborough,"Cliffside, Cliffcrest, Scarborough Village",Toronto,43.72513229200007,-79.23061367299994,False,17.0,Dining and Lunching,Landmarks and Outdoors,Travel and Transportation,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1278.0,1386.0,1714.0,2031.0,1278.0,1386.0,1714.0,2031.0,outer,14.698498133122943,-0.5531690215135435,-1.378989078209853,-1.0484953314905807,-0.7576493181697692,0.8567316561792669,-0.8790198502774115
M2M,North York,Newtonbrook,Toronto,43.791637353000056,-79.41017068699995,False,40.0,Dining and Lunching,Food and Beverage Retail,Landmarks and Outdoors,Retail,Bar,Travel and Transportation,Arts and Entertainment,Business and Professional Services,Community and Government,Education,1376.0,1686.0,2078.0,2316.0,1376.0,1686.0,2078.0,2316.0,outer,15.49058003022674,-0.07456478755452464,-0.035233187110274476,0.04895444066930486,-0.22462436841017436,0.9864220274338632,-0.24518233057188304
M3M,North York,Downsview South,Toronto,43.72654095100006,-79.49858956199995,False,4.0,Dining and Lunching,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,Food and Beverage Retail,1102.0,1402.0,1620.0,1744.0,1102.0,1402.0,1620.0,1744.0,outer,12.300543927187636,-1.4127031559705572,-1.307322097351209,-1.3319026902351665,-1.2944147938925894,0.46410613051532507,-1.2372758396761885
M4M,East Toronto Studio District,East Toronto Studio District,Toronto,43.65718893300004,-79.33584138399993,False,94.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Bar,Arts and Entertainment,Office,Business and Professional Services,Community and Government,Education,1352.0,1711.0,1998.0,2411.0,1352.0,1711.0,1998.0,2411.0,outer,3.898728225366464,-0.19177398770775378,0.07674647048135708,-0.1922433114537469,-0.046949385156976074,-0.9115528784407845,1.242957933084575
M5M,North York,"Bedford Park, Lawrence Manor",Toronto,43.73296018700006,-79.41775109399998,False,37.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Bar,Landmarks and Outdoors,Arts and Entertainment,Business and Professional Services,Community and Government,Education,1324.0,1597.0,1992.0,2338.0,1324.0,1597.0,1992.0,2338.0,outer,9.237976189529743,-0.3285180545531877,-0.4338807681364828,-0.21033314286297577,-0.18347858281469687,-0.03733891997943811,-0.3278567896639085
M6M,York,"Mount Dennis, Keelsdale and Silverthorn",Toronto,43.69680245100005,-79.48714253199995,False,12.0,Dining and Lunching,Travel and Transportation,Landmarks and Outdoors,Food and Beverage Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1141.0,1374.0,1682.0,2003.0,1141.0,1374.0,1682.0,2003.0,outer,9.614053913959458,-1.2222382057215597,-1.4327393138538362,-1.1449744323398015,-0.8100166816549224,0.024237616336076274,-1.0168106154307872
M9M,North York,"Humberlea, Emery",Toronto,43.73454944300005,-79.53237329699994,False,7.0,Dining and Lunching,Food and Beverage Retail,Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1285.0,1638.0,1906.0,2107.0,1285.0,1638.0,1906.0,2107.0,outer,14.976622085353117,-0.5189830048021851,-0.25023412968620706,-0.4696207263952564,-0.6155093315672105,0.9022698748299075,-1.154601380584163
M1N,Scarborough,"Birch Cliff, Cliffside",Toronto,43.695754806000025,-79.26411933299994,False,13.0,Dining and Lunching,Landmarks and Outdoors,Arts and Entertainment,Retail,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1300.0,1745.0,2191.0,2474.0,1300.0,1745.0,2191.0,2474.0,outer,10.739294615205717,-0.4457272547064169,0.229038804805976,0.3896462655431155,0.07087718268461858,0.20847725724821556,-0.9892524624001121
M2N,North York,Willowdale South,Toronto,43.76760071100006,-79.41027775999999,False,100.0,Dining and Lunching,Retail,Food and Beverage Retail,Bar,Travel and Transportation,Arts and Entertainment,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,1376.0,1686.0,2078.0,2316.0,1376.0,1686.0,2078.0,2316.0,outer,12.851634048205439,-0.07456478755452464,-0.035233187110274476,0.04895444066930486,-0.22462436841017436,0.5543380656862578,1.4083068512686259
M3N,North York,Downsview North,Toronto,43.75692873300005,-79.52026201799998,False,27.0,Dining and Lunching,Travel and Transportation,Food and Beverage Retail,Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1380.0,1461.0,1846.0,1760.0,1380.0,1461.0,1846.0,1760.0,outer,15.89927648621334,-0.05502992086231979,-1.0430501054349584,-0.6505190404875453,-1.2644905861867874,1.0533393440663303,-0.60343831997066
M4N,Lawrence Park,Central Toronto Lawrence Park,Toronto,43.72736407000008,-79.38991070699996,False,5.0,Dining and Lunching,Landmarks and Outdoors,Education,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Event,Financial Service,Food and Beverage Retail,1410.0,1791.0,2539.0,2699.0,1410.0,1791.0,2539.0,2699.0,outer,8.218355760338559,0.09148157932921662,0.43508137477457803,1.4388564872783907,0.49168635354745666,-0.2042849800826738,-1.2097176866455133
M5N,Central Toronto Roselawn,Central Toronto Roselawn,Toronto,43.71139108500006,-79.41919655399994,False,20.0,Dining and Lunching,Landmarks and Outdoors,Retail,Food and Beverage Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1462.0,1796.0,2176.0,2660.0,1462.0,1796.0,2176.0,2660.0,outer,7.030916802521708,0.34543484632787974,0.45747730629290434,0.3444216870200433,0.4187460972645647,-0.39870856158924334,-0.796345391185386
M6N,York,"Runnymede, The Junction",Toronto,43.67463780100008,-79.48346825899995,False,32.0,Dining and Lunching,Retail,Travel and Transportation,Food and Beverage Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1007.0,1320.0,1745.0,1962.0,1007.0,1320.0,1745.0,1962.0,outer,8.365973486058646,-1.8766562399104225,-1.6746153742517604,-0.9550312025428981,-0.8866974639010395,-0.18011500760583976,-0.46564755481728426
M9N,York,Weston,Toronto,43.70654267000003,-79.51741584399997,False,18.0,Dining and Lunching,Retail,Travel and Transportation,Business and Professional Services,Food and Beverage Retail,Landmarks and Outdoors,Sports and Recreation,Arts and Entertainment,Bar,Community and Government,1514.0,1767.0,2088.0,1858.0,1514.0,1767.0,2088.0,1858.0,outer,12.271864899739409,0.5993881133265428,0.32758090348661173,0.07910415968468634,-1.0812048139887513,0.4594104118900401,-0.8514616972467364
M1P,Scarborough,"Dorset Park, Wexford Heights, Scarborough Town Centre",Toronto,43.76205013100008,-79.27094176199995,False,23.0,Dining and Lunching,Retail,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1373.0,1793.0,1969.0,2271.0,1373.0,1793.0,1969.0,2271.0,outer,15.10936349106033,-0.08921593757367828,0.44403974738190854,-0.27967749659835317,-0.308786202582742,0.9240040948013173,-0.7136709320933606
M2P,North York,York Mills South,Toronto,43.75038388400003,-79.39989980999997,False,22.0,Dining and Lunching,Landmarks and Outdoors,Travel and Transportation,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1135.0,1636.0,1948.0,2368.0,1135.0,1636.0,1948.0,2368.0,outer,10.838691032334276,-1.2515405057598672,-0.2591925022935376,-0.34299190653065426,-0.12737069336631845,0.22475178427113324,-0.7412290851240357
